invoice_id,purchase_date,time,gender,city,payment_method,invoice_amount
929,2023-07-14,17:14,Female,Fuengirola,Credit Card,166.91
924,2023-01-11,11:21,Male,Benalmedena,Cash,426.94
336,2023-07-30,10:47,Male,Benalmedena,Credit Card,28.02
80,2023-08-15,09:39,Male,Mexico City,Credit Card,760.14
24,2023-11-29,10:32,Female,Fuengirola,Credit Card,200.97
350,2023-05-12,15:11,Male,Malaga,Cash,329.12
667,2023-04-16,15:07,Female,Fuengirola,Credit Card,272.17
556,2023-09-10,15:49,Female,Malaga,Credit Card,923.67
831,2023-09-14,17:24,Female,Marbella,Cash,42.66
799,2023-03-02,10:13,Male,Torremolinos,Credit Card,198.24
536,2023-02-01,10:22,Female,Malaga,Cash,562.05
186,2023-03-26,19:59,Female,Fuengirola,Cash,306.11
968,2023-02-27,18:53,Female,Torremolinos,Credit Card,640.37
281,2023-06-05,16:36,Male,Fuengirola,Cash,502.76
163,2023-10-02,20:55,Female,Fuengirola,Paypal,991.19
788,2023-08-01,20:33,Male,Benalmedena,Cash,973.49
637,2023-03-12,20:46,Male,Marbella,Credit Card,674.67
250,2023-11-22,16:16,Female,Mexico City,Paypal,155.04
33,2023-03-02,20:51,Male,Malaga,Cash,661.39
952,2023-06-26,12:05,Female,Marbella,Paypal,331.35
85,2023-08-17,10:33,Female,Fuengirola,Paypal,558.94
418,2023-04-01,09:13,Male,Fuengirola,Cash,397.23
194,2023-12-22,14:42,Female,Mexico City,Credit Card,502.93
254,2023-03-10,19:40,Female,Benalmedena,Credit Card,681.92
213,2023-11-24,14:48,Male,Torremolinos,Credit Card,522.05
283,2023-09-30,17:57,Female,Marbella,Cash,798.06
51,2023-09-04,18:37,Male,Mexico City,Credit Card,691.67
633,2023-06-28,20:17,Female,Mexico City,Paypal,392.13
5,2023-01-02,18:33,Male,Marbella,Credit Card,61.33
389,2023-01-28,16:59,Female,Malaga,Credit Card,572.23
398,2023-07-03,09:22,Female,Fuengirola,Cash,846.15
668,2023-05-03,10:09,Female,Torremolinos,Paypal,760.62
414,2023-12-08,16:02,Female,Torremolinos,Credit Card,216.59
302,2023-05-29,10:50,Female,Fuengirola,Credit Card,41.97
869,2023-07-12,11:25,Female,Torremolinos,Cash,375.83
716,2023-02-26,11:08,Female,Fuengirola,Credit Card,679.93
511,2023-07-18,12:42,Male,Torremolinos,Credit Card,386.27
782,2023-08-07,20:46,Female,Fuengirola,Cash,932.34
266,2023-08-30,19:36,Male,Marbella,Cash,489.49
465,2023-08-03,13:00,Female,Fuengirola,Credit Card,945.84
700,2023-11-20,20:58,Male,Benalmedena,Credit Card,289.86
823,2023-12-03,13:10,Male,Benalmedena,Cash,793.7
323,2023-04-03,16:21,Male,Torremolinos,Credit Card,546.3
970,2023-05-10,11:37,Male,Benalmedena,Paypal,798.17
831,2023-07-13,18:31,Female,Torremolinos,Paypal,411.56
644,2023-02-15,18:26,Female,Benalmedena,Paypal,229.66
618,2023-07-15,16:39,Male,Fuengirola,Paypal,948.25
278,2023-11-15,14:02,Male,Fuengirola,Paypal,908.52
122,2023-01-08,16:02,Male,Mexico City,Cash,780.11
483,2023-10-06,09:06,Male,Marbella,Cash,213.59
742,2023-05-12,20:56,Female,Benalmedena,Cash,597.12
741,2023-07-05,16:22,Female,Torremolinos,Credit Card,146.84
512,2023-11-13,20:00,Male,Benalmedena,Credit Card,649.04
251,2023-04-20,13:10,Male,Fuengirola,Cash,579.43
233,2023-02-01,16:32,Male,Marbella,Cash,589.3
698,2023-02-11,15:34,Male,Fuengirola,Paypal,131.06
103,2023-04-19,11:24,Male,Malaga,Paypal,326.82
746,2023-03-29,16:28,Female,Mexico City,Cash,495.48
326,2023-02-17,12:28,Male,Fuengirola,Paypal,987.39
179,2023-03-28,09:55,Male,Fuengirola,Paypal,121.87
495,2023-06-24,19:03,Male,Malaga,Paypal,586.13
43,2023-02-24,14:36,Male,Mexico City,Cash,669.37
889,2023-09-20,13:20,Male,Mexico City,Credit Card,948.17
933,2023-11-20,14:50,Male,Mexico City,Credit Card,720.44
946,2023-07-17,19:07,Male,Torremolinos,Credit Card,319.63
836,2023-08-20,19:22,Female,Marbella,Paypal,852.45
391,2023-03-12,20:39,Male,Torremolinos,Paypal,576.15
451,2023-10-23,12:49,Female,Marbella,Paypal,861.39
5,2023-08-11,15:50,Female,Benalmedena,Cash,20.84
920,2023-05-19,16:31,Female,Fuengirola,Credit Card,849.66
29,2023-09-12,09:47,Female,Malaga,Cash,360.4
149,2023-03-29,12:48,Male,Malaga,Cash,428.33
251,2023-12-18,16:36,Male,Malaga,Paypal,332.27
277,2023-07-14,17:38,Male,Mexico City,Credit Card,542.02
891,2023-07-23,18:57,Male,Benalmedena,Credit Card,984.79
900,2023-07-04,15:24,Male,Malaga,Cash,412.62
13,2023-09-01,10:45,Female,Benalmedena,Paypal,553.76
402,2023-10-05,20:20,Male,Fuengirola,Paypal,772.8
99,2023-07-01,16:58,Female,Fuengirola,Cash,58.43
860,2023-04-19,15:32,Female,Torremolinos,Cash,590.3
648,2023-09-01,15:35,Male,Marbella,Cash,968.69
559,2023-04-19,16:03,Male,Malaga,Cash,885.03
411,2023-03-29,11:32,Female,Torremolinos,Cash,337.41
385,2023-11-26,17:20,Male,Benalmedena,Cash,998.38
991,2023-11-06,14:29,Female,Malaga,Paypal,553.9
549,2023-12-24,09:19,Male,Mexico City,Credit Card,167.86
805,2023-10-19,18:50,Female,Marbella,Cash,711.4
308,2023-03-14,20:34,Male,Torremolinos,Credit Card,374.23
512,2023-03-17,09:59,Male,Malaga,Credit Card,892.2
756,2023-01-10,11:59,Male,Torremolinos,Credit Card,184.28
36,2023-04-29,13:27,Female,Malaga,Cash,327.99
826,2023-05-02,09:05,Male,Marbella,Paypal,381.24
452,2023-12-14,19:06,Male,Fuengirola,Cash,119.09
111,2023-03-13,13:17,Female,Malaga,Credit Card,564.05
294,2023-11-09,18:23,Male,Malaga,Cash,474.02
703,2023-01-30,16:05,Female,Fuengirola,Cash,602.79
440,2023-06-12,20:11,Female,Benalmedena,Paypal,448.28
56,2023-07-18,16:45,Female,Torremolinos,Paypal,936.8
585,2023-02-13,18:12,Female,Marbella,Cash,294.15
45,2023-10-05,19:49,Male,Fuengirola,Cash,325.81
16,2023-04-03,13:43,Male,Fuengirola,Credit Card,404.35
673,2023-10-06,17:30,Male,Marbella,Paypal,151.87
132,2023-02-02,09:14,Male,Fuengirola,Cash,88.41
30,2023-04-10,18:15,Male,Torremolinos,Cash,698.3
605,2023-11-29,19:38,Male,Benalmedena,Credit Card,19.79
500,2023-02-11,15:37,Male,Malaga,Paypal,103.2
725,2023-02-22,19:58,Male,Marbella,Credit Card,497.02
311,2023-05-07,12:22,Male,Malaga,Credit Card,330.52
555,2023-08-03,17:21,Male,Marbella,Paypal,436.25
911,2023-08-08,11:23,Male,Benalmedena,Cash,136.57
803,2023-04-01,18:32,Female,Marbella,Paypal,628.29
625,2023-11-09,10:59,Male,Mexico City,Paypal,883.61
976,2023-11-22,15:31,Female,Marbella,Credit Card,712.9
531,2023-11-19,10:40,Male,Benalmedena,Paypal,477.24
578,2023-01-03,13:00,Female,Malaga,Cash,882.02
365,2023-07-25,19:51,Female,Fuengirola,Cash,82.46
150,2023-10-24,12:54,Female,Malaga,Credit Card,172.25
562,2023-07-29,14:18,Male,Fuengirola,Paypal,98.7
665,2023-11-13,12:05,Male,Malaga,Credit Card,283.73
425,2023-08-03,10:26,Female,Fuengirola,Credit Card,323.85
305,2023-01-13,19:59,Female,Marbella,Cash,179.31
736,2023-12-10,20:53,Female,Fuengirola,Credit Card,423.06
400,2023-03-20,15:47,Female,Marbella,Cash,259.57
156,2023-06-27,14:46,Male,Marbella,Cash,277.95
294,2023-05-22,15:30,Female,Marbella,Credit Card,614.73
355,2023-01-02,20:41,Female,Fuengirola,Paypal,493.99
278,2023-03-17,10:45,Female,Marbella,Paypal,142.59
234,2023-01-26,16:42,Female,Torremolinos,Cash,995.1
122,2023-05-17,15:47,Male,Benalmedena,Cash,76.95
229,2023-05-02,10:10,Male,Benalmedena,Cash,712.05
838,2023-07-06,15:16,Male,Benalmedena,Cash,739.86
821,2023-05-15,19:53,Female,Marbella,Paypal,33.28
997,2023-12-11,14:34,Male,Marbella,Credit Card,678.74
67,2023-09-05,11:24,Male,Benalmedena,Paypal,401.69
74,2023-01-24,15:33,Female,Mexico City,Paypal,181.71
208,2023-06-23,20:40,Female,Benalmedena,Paypal,156.76
408,2023-10-02,16:01,Male,Torremolinos,Paypal,375.16
187,2023-06-11,20:10,Male,Fuengirola,Cash,323.45
302,2023-03-21,16:05,Male,Marbella,Cash,480.66
962,2023-05-11,14:41,Female,Torremolinos,Credit Card,656.96
777,2023-03-07,16:05,Female,Fuengirola,Paypal,913.27
768,2023-09-09,18:28,Female,Torremolinos,Paypal,269.0
650,2023-09-01,17:00,Male,Benalmedena,Paypal,156.17
875,2023-12-17,20:46,Male,Benalmedena,Paypal,609.81
116,2023-06-26,16:46,Male,Fuengirola,Cash,330.78
462,2023-05-07,10:00,Male,Marbella,Paypal,922.54
899,2023-08-17,20:13,Male,Torremolinos,Credit Card,616.19
475,2023-08-17,15:03,Male,Malaga,Paypal,539.0
855,2023-09-05,12:40,Male,Malaga,Credit Card,361.22
755,2023-05-18,15:50,Male,Torremolinos,Cash,409.42
909,2023-01-17,10:32,Male,Mexico City,Paypal,991.79
661,2023-09-30,15:55,Female,Malaga,Credit Card,528.45
562,2023-11-09,14:34,Male,Torremolinos,Cash,40.05
754,2023-12-30,11:17,Female,Marbella,Cash,857.79
378,2023-08-17,12:38,Male,Fuengirola,Paypal,268.4
973,2023-06-07,14:12,Female,Mexico City,Paypal,855.76
552,2023-04-26,16:20,Female,Fuengirola,Credit Card,322.26
169,2023-11-22,14:02,Female,Marbella,Credit Card,944.07
509,2023-01-12,13:04,Male,Mexico City,Cash,202.21
555,2023-05-04,13:08,Female,Fuengirola,Cash,38.97
237,2023-11-11,17:46,Male,Fuengirola,Credit Card,278.41
579,2023-07-08,10:09,Female,Marbella,Paypal,415.65
37,2023-07-09,14:18,Female,Torremolinos,Cash,973.4
725,2023-09-05,14:58,Male,Malaga,Paypal,44.44
560,2023-04-18,14:06,Male,Benalmedena,Cash,721.39
137,2023-08-30,18:48,Female,Torremolinos,Cash,876.32
421,2023-11-04,19:38,Female,Mexico City,Cash,449.86
486,2023-06-01,10:42,Male,Marbella,Cash,859.15
411,2023-09-28,16:50,Female,Marbella,Paypal,722.38
712,2023-06-28,16:09,Female,Torremolinos,Paypal,949.26
286,2023-05-05,14:50,Female,Torremolinos,Cash,385.76
74,2023-08-27,16:17,Female,Benalmedena,Credit Card,797.18
724,2023-11-27,19:40,Male,Fuengirola,Cash,203.2
621,2023-05-12,09:49,Female,Mexico City,Paypal,257.87
686,2023-01-20,11:34,Female,Fuengirola,Credit Card,334.51
190,2023-06-07,15:04,Female,Mexico City,Credit Card,523.62
763,2023-12-12,09:55,Male,Mexico City,Paypal,584.24
394,2023-04-03,20:23,Male,Marbella,Paypal,839.51
792,2023-12-15,09:34,Male,Torremolinos,Credit Card,844.33
714,2023-11-14,11:11,Female,Torremolinos,Credit Card,764.89
786,2023-08-23,18:22,Female,Benalmedena,Credit Card,60.25
784,2023-09-09,11:50,Male,Torremolinos,Credit Card,279.69
927,2023-02-08,14:22,Male,Malaga,Paypal,723.02
64,2023-02-22,19:13,Male,Malaga,Paypal,404.72
676,2023-11-17,12:35,Male,Benalmedena,Cash,879.49
63,2023-09-26,18:38,Female,Malaga,Paypal,31.13
465,2023-01-16,16:20,Male,Fuengirola,Cash,188.05
332,2023-01-28,10:31,Male,Torremolinos,Cash,626.74
934,2023-12-22,17:39,Female,Malaga,Cash,674.86
734,2023-08-19,20:49,Female,Torremolinos,Credit Card,418.5
507,2023-02-11,11:54,Male,Torremolinos,Credit Card,767.59
514,2023-09-25,19:58,Female,Fuengirola,Paypal,230.07
919,2023-08-09,20:53,Male,Mexico City,Paypal,821.18
106,2023-07-09,20:58,Female,Marbella,Cash,210.6
439,2023-12-14,10:26,Female,Marbella,Cash,272.71
777,2023-03-16,13:40,Female,Fuengirola,Paypal,884.64
537,2023-09-16,19:30,Male,Malaga,Paypal,541.3
247,2023-02-18,19:56,Female,Mexico City,Credit Card,160.85
857,2023-12-05,20:45,Female,Benalmedena,Cash,966.53
346,2023-04-16,17:22,Male,Torremolinos,Cash,593.42
484,2023-01-20,13:57,Male,Malaga,Paypal,196.89
722,2023-08-26,17:47,Male,Marbella,Cash,135.36
700,2023-04-15,09:24,Female,Mexico City,Cash,117.88
751,2023-09-12,18:04,Female,Mexico City,Paypal,232.52
370,2023-07-22,13:50,Female,Fuengirola,Cash,758.19
313,2023-07-04,16:14,Male,Benalmedena,Credit Card,401.5
75,2023-02-09,20:28,Female,Benalmedena,Credit Card,575.08
613,2023-11-01,09:35,Female,Mexico City,Credit Card,288.28
658,2023-02-10,18:11,Female,Mexico City,Credit Card,428.19
419,2023-04-24,17:55,Female,Torremolinos,Credit Card,408.32
849,2023-11-22,14:00,Male,Marbella,Credit Card,399.49
292,2023-03-09,20:22,Female,Mexico City,Cash,924.59
180,2023-12-08,13:57,Female,Fuengirola,Credit Card,498.78
975,2023-05-07,17:56,Female,Marbella,Paypal,843.71
323,2023-10-21,17:39,Female,Torremolinos,Credit Card,636.7
668,2023-11-10,09:10,Male,Mexico City,Paypal,194.3
420,2023-08-01,11:22,Female,Fuengirola,Cash,313.1
12,2023-04-10,15:42,Female,Benalmedena,Cash,71.32
957,2023-12-19,14:40,Male,Fuengirola,Paypal,602.27
966,2023-08-30,10:31,Male,Benalmedena,Cash,804.49
