invoice_id,purchase_date,time,gender,city,payment_method,invoice_amount
843,2024-12-01,09:12,Male,Torremolinos,Paypal,709.01
834,2024-12-21,16:51,Female,Benalmedena,Paypal,608.24
172,2024-06-01,19:45,Female,Mexico City,Credit Card,528.52
41,2024-03-14,14:16,Male,Malaga,Credit Card,890.85
938,2024-07-16,15:49,Male,Torremolinos,Cash,940.61
844,2024-11-15,11:34,Female,Marbella,Credit Card,847.45
25,2024-01-04,09:52,Female,Malaga,Credit Card,127.07
2,2024-06-26,11:28,Female,Marbella,Credit Card,610.03
759,2024-12-26,12:25,Female,Mexico City,Cash,223.14
70,2024-04-01,17:59,Male,Malaga,Paypal,348.71
805,2024-12-16,15:45,Female,Benalmedena,Cash,509.98
682,2024-10-16,20:53,Male,Torremolinos,Paypal,501.0
945,2024-09-29,18:51,Female,Mexico City,Cash,501.67
532,2024-10-28,18:53,Male,Fuengirola,Paypal,504.61
475,2024-05-24,15:19,Male,Malaga,Credit Card,176.59
142,2024-03-29,09:50,Male,Mexico City,Credit Card,594.93
109,2024-06-11,12:05,Female,Marbella,Cash,342.65
946,2024-03-05,09:14,Female,Benalmedena,Paypal,876.69
491,2024-12-26,13:22,Female,Benalmedena,Paypal,251.05
218,2024-03-06,20:20,Male,Mexico City,Credit Card,622.24
782,2024-07-03,09:09,Female,Benalmedena,Cash,742.94
126,2024-01-31,09:05,Female,Benalmedena,Paypal,935.95
392,2024-04-07,18:20,Female,Marbella,Cash,908.87
436,2024-01-26,11:01,Male,Marbella,Cash,529.54
418,2024-08-28,17:58,Female,Marbella,Credit Card,807.69
318,2024-03-26,09:54,Female,Fuengirola,Cash,99.07
648,2024-05-27,17:59,Male,Malaga,Paypal,449.88
939,2024-11-06,20:34,Male,Benalmedena,Credit Card,907.58
793,2024-01-02,13:16,Female,Fuengirola,Paypal,585.65
719,2024-06-07,15:41,Male,Marbella,Paypal,845.67
50,2024-08-03,16:45,Male,Mexico City,Paypal,808.7
542,2024-03-27,09:25,Male,Malaga,Cash,849.43
503,2024-09-11,20:44,Male,Mexico City,Cash,74.27
116,2024-09-30,18:22,Male,Marbella,Credit Card,198.25
87,2024-05-11,14:54,Male,Fuengirola,Cash,93.97
963,2024-07-08,20:52,Female,Fuengirola,Credit Card,760.54
793,2024-09-19,20:19,Male,Torremolinos,Paypal,286.47
233,2024-11-28,19:05,Female,Fuengirola,Credit Card,309.77
669,2024-05-15,10:46,Female,Benalmedena,Cash,12.34
293,2024-05-15,20:08,Female,Mexico City,Credit Card,336.36
202,2024-02-19,20:07,Male,Fuengirola,Credit Card,620.12
981,2024-06-23,18:29,Female,Torremolinos,Cash,173.58
452,2024-06-08,09:28,Female,Benalmedena,Paypal,674.41
522,2024-04-17,11:26,Male,Marbella,Cash,776.31
507,2024-05-12,15:30,Female,Fuengirola,Cash,103.21
691,2024-01-01,14:15,Female,Benalmedena,Cash,540.44
32,2024-01-30,15:38,Male,Benalmedena,Cash,975.08
463,2024-06-29,17:21,Female,Torremolinos,Paypal,72.87
608,2024-06-30,14:22,Male,Fuengirola,Credit Card,494.44
790,2024-06-26,12:52,Male,Malaga,Paypal,647.37
236,2024-06-02,18:00,Female,Benalmedena,Cash,753.25
420,2024-11-29,09:43,Female,Marbella,Cash,183.14
823,2024-12-19,09:09,Male,Benalmedena,Cash,297.31
863,2024-05-11,15:38,Female,Mexico City,Cash,434.0
276,2024-01-15,13:50,Male,Malaga,Credit Card,83.17
373,2024-11-01,18:53,Male,Torremolinos,Credit Card,254.23
810,2024-06-13,20:53,Female,Torremolinos,Paypal,288.89
412,2024-09-07,17:35,Female,Mexico City,Paypal,311.17
165,2024-01-04,15:23,Male,Mexico City,Cash,534.91
165,2024-02-15,13:21,Male,Mexico City,Paypal,297.07
900,2024-01-07,12:05,Female,Fuengirola,Cash,772.29
611,2024-05-05,11:36,Female,Fuengirola,Cash,954.82
655,2024-10-06,09:22,Female,Marbella,Cash,177.13
794,2024-10-26,17:01,Male,Mexico City,Credit Card,618.34
761,2024-04-28,19:58,Male,Benalmedena,Paypal,620.47
263,2024-07-17,10:41,Male,Marbella,Paypal,360.63
737,2024-11-17,19:51,Female,Mexico City,Credit Card,439.39
986,2024-10-29,11:15,Female,Benalmedena,Paypal,448.16
172,2024-04-29,16:13,Female,Fuengirola,Paypal,757.13
764,2024-11-08,19:57,Male,Benalmedena,Cash,531.81
29,2024-06-29,16:28,Female,Malaga,Credit Card,301.67
469,2024-04-24,12:21,Female,Mexico City,Paypal,549.96
160,2024-04-06,11:10,Male,Benalmedena,Cash,984.96
994,2024-07-11,20:10,Female,Malaga,Paypal,964.27
825,2024-10-21,15:42,Male,Fuengirola,Paypal,281.24
230,2024-11-13,16:26,Female,Malaga,Credit Card,990.01
577,2024-09-21,18:12,Female,Mexico City,Credit Card,513.49
533,2024-12-22,11:33,Male,Benalmedena,Paypal,78.29
716,2024-08-03,18:52,Female,Torremolinos,Cash,743.11
903,2024-03-21,09:34,Female,Malaga,Paypal,972.39
495,2024-06-17,13:49,Male,Benalmedena,Paypal,728.48
163,2024-12-14,14:29,Male,Mexico City,Cash,504.46
233,2024-08-17,10:47,Female,Fuengirola,Credit Card,98.27
814,2024-08-12,13:43,Female,Malaga,Credit Card,349.75
863,2024-05-10,19:37,Male,Mexico City,Paypal,168.65
235,2024-12-09,11:30,Male,Fuengirola,Cash,733.48
633,2024-11-18,18:35,Male,Marbella,Credit Card,793.5
926,2024-05-09,17:21,Female,Torremolinos,Cash,18.84
627,2024-09-23,19:39,Female,Benalmedena,Paypal,836.63
774,2024-08-05,19:06,Female,Fuengirola,Paypal,501.15
454,2024-01-09,13:04,Male,Marbella,Credit Card,580.09
231,2024-07-26,09:00,Female,Marbella,Paypal,361.39
496,2024-05-24,19:16,Male,Benalmedena,Credit Card,970.64
878,2024-01-10,15:45,Male,Mexico City,Cash,905.06
921,2024-09-15,15:01,Male,Marbella,Cash,865.86
891,2024-11-12,13:44,Female,Benalmedena,Cash,238.27
36,2024-05-10,18:57,Male,Benalmedena,Cash,442.25
628,2024-01-14,19:29,Female,Malaga,Credit Card,212.71
7,2024-08-14,10:50,Male,Benalmedena,Credit Card,20.08
540,2024-06-09,11:41,Male,Malaga,Cash,831.08
949,2024-11-28,17:45,Male,Fuengirola,Paypal,80.6
260,2024-01-02,17:56,Male,Benalmedena,Cash,681.1
444,2024-05-05,11:29,Male,Malaga,Paypal,649.32
918,2024-12-29,13:17,Male,Mexico City,Cash,935.88
884,2024-04-23,20:21,Female,Benalmedena,Cash,770.26
853,2024-02-16,16:43,Male,Mexico City,Cash,494.7
124,2024-04-11,11:33,Male,Benalmedena,Credit Card,895.59
432,2024-03-18,10:29,Male,Mexico City,Credit Card,425.8
464,2024-05-18,17:45,Female,Fuengirola,Paypal,899.04
107,2024-07-29,09:32,Female,Fuengirola,Cash,585.25
414,2024-10-29,18:57,Female,Benalmedena,Credit Card,26.65
205,2024-09-11,20:50,Male,Malaga,Cash,597.98
784,2024-04-12,13:09,Female,Marbella,Credit Card,504.02
933,2024-12-02,16:11,Female,Fuengirola,Paypal,283.01
13,2024-06-18,17:33,Male,Fuengirola,Cash,651.34
389,2024-05-30,20:56,Male,Malaga,Credit Card,913.52
890,2024-12-06,18:47,Male,Malaga,Cash,134.95
125,2024-03-22,12:38,Male,Fuengirola,Cash,232.26
886,2024-11-08,09:38,Male,Torremolinos,Credit Card,452.05
264,2024-04-03,15:37,Female,Mexico City,Cash,199.43
979,2024-04-29,18:32,Female,Torremolinos,Cash,695.58
169,2024-08-07,13:31,Female,Fuengirola,Paypal,117.02
592,2024-02-06,19:43,Male,Marbella,Cash,109.47
685,2024-06-06,10:14,Male,Benalmedena,Paypal,679.26
679,2024-05-29,10:18,Female,Fuengirola,Credit Card,677.36
80,2024-04-27,20:37,Female,Mexico City,Paypal,589.26
239,2024-02-05,13:00,Male,Mexico City,Credit Card,832.24
246,2024-02-20,11:27,Female,Mexico City,Cash,130.55
752,2024-12-10,20:36,Male,Mexico City,Paypal,220.22
905,2024-05-20,15:58,Male,Malaga,Paypal,71.45
301,2024-01-22,19:33,Male,Fuengirola,Credit Card,934.69
394,2024-11-14,14:29,Male,Fuengirola,Cash,859.07
327,2024-04-10,09:08,Female,Fuengirola,Paypal,801.72
164,2024-05-24,18:16,Male,Malaga,Cash,952.45
133,2024-11-21,15:21,Male,Marbella,Paypal,706.56
125,2024-12-20,19:12,Male,Malaga,Credit Card,117.5
599,2024-12-20,14:39,Male,Benalmedena,Cash,462.73
745,2024-11-21,13:28,Female,Benalmedena,Paypal,118.99
390,2024-03-23,11:08,Male,Fuengirola,Cash,203.7
541,2024-09-14,13:17,Male,Benalmedena,Credit Card,271.38
620,2024-02-08,09:43,Female,Torremolinos,Credit Card,798.98
335,2024-03-03,10:50,Female,Malaga,Paypal,323.16
301,2024-10-12,09:15,Male,Marbella,Cash,826.31
303,2024-07-26,14:39,Male,Torremolinos,Paypal,993.88
895,2024-07-04,14:56,Female,Mexico City,Credit Card,812.26
63,2024-06-09,16:59,Male,Benalmedena,Credit Card,69.89
144,2024-01-30,11:35,Female,Torremolinos,Credit Card,56.95
195,2024-09-15,19:26,Female,Fuengirola,Cash,257.08
370,2024-04-24,14:26,Male,Benalmedena,Cash,871.01
160,2024-08-12,11:57,Male,Torremolinos,Credit Card,113.23
429,2024-02-29,12:17,Female,Mexico City,Credit Card,133.24
870,2024-01-12,11:59,Male,Torremolinos,Credit Card,891.82
424,2024-12-28,18:48,Male,Torremolinos,Paypal,290.9
792,2024-05-23,15:18,Male,Fuengirola,Cash,227.38
828,2024-11-11,10:01,Female,Mexico City,Credit Card,248.35
548,2024-09-27,15:45,Female,Torremolinos,Cash,760.83
680,2024-11-09,20:40,Female,Fuengirola,Cash,343.5
206,2024-01-10,17:57,Male,Malaga,Paypal,908.11
576,2024-05-29,18:23,Female,Mexico City,Paypal,778.19
184,2024-01-14,16:21,Male,Marbella,Credit Card,802.44
934,2024-04-19,17:50,Male,Fuengirola,Paypal,684.57
376,2024-12-03,12:07,Male,Marbella,Paypal,961.31
942,2024-09-16,18:31,Female,Benalmedena,Paypal,538.03
399,2024-01-20,18:50,Male,Fuengirola,Paypal,732.38
92,2024-02-12,20:17,Male,Benalmedena,Credit Card,263.79
652,2024-03-26,20:59,Female,Fuengirola,Paypal,372.92
899,2024-04-12,15:20,Male,Torremolinos,Credit Card,85.97
537,2024-03-10,15:52,Female,Fuengirola,Cash,551.93
175,2024-01-15,09:38,Male,Benalmedena,Cash,143.09
462,2024-04-16,12:41,Female,Malaga,Cash,211.7
418,2024-04-11,13:39,Male,Marbella,Paypal,562.55
389,2024-12-01,12:03,Female,Fuengirola,Paypal,981.7
640,2024-06-21,10:55,Female,Malaga,Paypal,583.57
267,2024-11-11,14:23,Female,Mexico City,Paypal,883.15
338,2024-02-11,19:05,Male,Malaga,Credit Card,197.91
138,2024-08-02,11:12,Female,Fuengirola,Credit Card,295.71
368,2024-01-03,19:29,Male,Torremolinos,Paypal,612.54
255,2024-04-21,14:22,Male,Mexico City,Credit Card,820.05
410,2024-03-01,10:15,Male,Benalmedena,Credit Card,956.19
799,2024-10-29,16:01,Male,Torremolinos,Credit Card,244.29
761,2024-08-22,18:29,Female,Malaga,Cash,349.13
703,2024-09-14,16:08,Female,Malaga,Paypal,583.5
863,2024-03-11,17:46,Male,Benalmedena,Paypal,624.86
519,2024-01-14,10:57,Male,Malaga,Credit Card,389.19
382,2024-06-05,16:57,Female,Malaga,Paypal,505.49
970,2024-03-19,15:44,Male,Benalmedena,Paypal,236.22
988,2024-10-03,16:01,Male,Malaga,Credit Card,232.34
518,2024-09-07,19:32,Female,Malaga,Cash,844.13
10,2024-08-22,15:19,Male,Fuengirola,Credit Card,508.12
29,2024-01-03,11:41,Male,Marbella,Credit Card,364.74
32,2024-07-27,18:53,Male,Marbella,Cash,571.42
185,2024-01-05,18:36,Male,Mexico City,Cash,741.54
972,2024-01-06,20:29,Male,Marbella,Cash,301.36
659,2024-01-08,18:14,Female,Benalmedena,Paypal,116.13
118,2024-04-14,10:52,Female,Torremolinos,Credit Card,341.97
210,2024-01-10,18:31,Male,Fuengirola,Credit Card,84.49
891,2024-04-04,12:46,Male,Torremolinos,Credit Card,87.21
633,2024-12-01,14:20,Male,Fuengirola,Cash,309.12
404,2024-01-14,09:35,Male,Mexico City,Cash,594.61
985,2024-11-25,14:35,Male,Benalmedena,Paypal,19.95
602,2024-04-27,13:37,Female,Marbella,Paypal,581.86
975,2024-12-15,14:22,Male,Mexico City,Paypal,698.1
613,2024-02-21,12:43,Male,Mexico City,Credit Card,22.16
907,2024-05-16,14:13,Female,Torremolinos,Credit Card,582.66
602,2024-03-21,10:11,Male,Mexico City,Paypal,924.32
541,2024-06-18,12:41,Female,Torremolinos,Paypal,192.92
231,2024-12-28,14:35,Female,Benalmedena,Cash,980.05
162,2024-06-06,14:21,Female,Malaga,Paypal,173.52
396,2024-01-11,11:52,Female,Malaga,Cash,248.58
233,2024-02-02,14:28,Female,Marbella,Cash,911.58
219,2024-05-20,10:06,Male,Torremolinos,Credit Card,888.48
361,2024-05-06,09:03,Female,Torremolinos,Paypal,586.21
275,2024-08-07,20:43,Male,Malaga,Paypal,53.88
155,2024-01-22,12:16,Male,Fuengirola,Credit Card,625.03
53,2024-01-01,16:21,Female,Fuengirola,Paypal,701.85
318,2024-03-03,10:47,Male,Mexico City,Credit Card,376.86
224,2024-06-25,13:53,Female,Mexico City,Cash,810.09
791,2024-12-14,15:43,Female,Torremolinos,Credit Card,173.3
483,2024-07-30,18:19,Female,Marbella,Credit Card,714.69
861,2024-09-11,18:18,Male,Marbella,Cash,442.82
270,2024-05-26,11:35,Female,Malaga,Cash,837.36
768,2024-11-18,10:09,Female,Marbella,Cash,221.53
118,2024-01-31,12:18,Female,Benalmedena,Credit Card,252.34
795,2024-05-27,14:40,Male,Malaga,Paypal,979.53
860,2024-07-07,13:00,Male,Fuengirola,Paypal,139.78
826,2024-05-28,11:16,Male,Malaga,Paypal,973.94
18,2024-10-03,17:07,Male,Benalmedena,Cash,291.3
52,2024-01-21,11:56,Female,Torremolinos,Paypal,85.32
971,2024-12-16,10:44,Male,Benalmedena,Cash,255.42
503,2024-04-07,20:58,Male,Torremolinos,Paypal,234.52
246,2024-02-17,10:56,Female,Benalmedena,Cash,63.99
326,2024-01-29,10:55,Female,Fuengirola,Paypal,48.22
549,2024-12-28,14:30,Male,Torremolinos,Cash,57.59
449,2024-12-30,18:24,Female,Malaga,Cash,333.41
713,2024-09-12,11:13,Male,Marbella,Cash,473.06
193,2024-01-23,16:42,Male,Torremolinos,Paypal,748.55
845,2024-01-06,10:02,Male,Malaga,Cash,41.48
78,2024-10-14,19:35,Male,Marbella,Cash,922.75
56,2024-04-03,17:01,Female,Marbella,Credit Card,453.42
888,2024-09-26,14:03,Female,Torremolinos,Paypal,342.78
983,2024-08-15,10:03,Male,Torremolinos,Paypal,970.66
465,2024-04-07,15:54,Female,Marbella,Cash,961.42
411,2024-05-19,20:15,Male,Benalmedena,Paypal,811.32
352,2024-12-08,16:39,Female,Benalmedena,Credit Card,476.42
81,2024-10-29,16:06,Male,Mexico City,Cash,160.13
410,2024-10-28,11:03,Female,Torremolinos,Cash,218.87
546,2024-02-07,12:34,Male,Torremolinos,Credit Card,396.09
540,2024-05-03,09:44,Female,Benalmedena,Cash,980.81
624,2024-07-22,12:27,Female,Marbella,Credit Card,243.11
343,2024-02-18,18:26,Male,Fuengirola,Cash,38.27
149,2024-04-09,14:42,Male,Fuengirola,Credit Card,206.11
800,2024-12-30,20:18,Female,Fuengirola,Credit Card,957.98
296,2024-05-30,20:01,Female,Fuengirola,Cash,393.17
767,2024-12-12,17:25,Male,Benalmedena,Credit Card,215.61
704,2024-12-02,12:50,Female,Mexico City,Credit Card,826.96
756,2024-08-18,18:43,Male,Benalmedena,Cash,388.82
476,2024-02-10,18:58,Male,Malaga,Cash,537.58
820,2024-09-10,14:16,Male,Malaga,Paypal,30.99
786,2024-04-24,10:15,Female,Benalmedena,Paypal,534.02
112,2024-12-21,17:03,Female,Mexico City,Credit Card,517.34
374,2024-07-06,10:11,Female,Marbella,Credit Card,20.69
26,2024-09-24,09:40,Male,Malaga,Paypal,228.13
34,2024-01-15,13:07,Female,Mexico City,Credit Card,13.34
848,2024-05-30,13:30,Female,Benalmedena,Paypal,762.54
54,2024-01-09,17:56,Male,Torremolinos,Cash,862.14
973,2024-02-16,09:55,Male,Mexico City,Cash,125.97
844,2024-03-09,14:49,Female,Fuengirola,Cash,34.11
126,2024-08-08,10:41,Male,Torremolinos,Credit Card,799.34
983,2024-11-15,20:42,Male,Marbella,Paypal,136.83
37,2024-02-03,20:46,Male,Fuengirola,Paypal,556.73
122,2024-06-07,14:25,Male,Mexico City,Cash,260.92
847,2024-04-13,15:54,Female,Mexico City,Credit Card,860.92
350,2024-09-28,15:07,Male,Benalmedena,Paypal,466.88
97,2024-01-19,13:22,Male,Malaga,Cash,528.48
484,2024-04-03,13:50,Female,Marbella,Credit Card,402.96
384,2024-11-15,20:06,Male,Marbella,Credit Card,484.58
950,2024-02-23,10:11,Female,Mexico City,Cash,979.54
821,2024-01-18,17:41,Male,Marbella,Paypal,683.87
302,2024-02-18,15:45,Male,Marbella,Paypal,233.32
195,2024-03-25,14:41,Female,Malaga,Credit Card,131.86
942,2024-10-03,19:02,Male,Torremolinos,Cash,465.79
679,2024-12-09,19:34,Female,Mexico City,Cash,110.97
460,2024-04-09,14:22,Male,Mexico City,Credit Card,111.63
876,2024-09-26,12:42,Female,Benalmedena,Credit Card,780.76
854,2024-01-14,12:51,Male,Torremolinos,Credit Card,608.57
754,2024-09-16,16:17,Female,Fuengirola,Cash,534.6
106,2024-09-17,09:03,Male,Benalmedena,Paypal,510.13
563,2024-02-15,17:38,Male,Malaga,Cash,823.48
658,2024-04-26,10:22,Male,Mexico City,Paypal,11.83
162,2024-10-20,20:44,Male,Marbella,Cash,730.17
647,2024-08-15,20:13,Male,Malaga,Paypal,627.12
110,2024-02-13,11:31,Female,Marbella,Cash,261.83
881,2024-12-03,09:45,Female,Benalmedena,Paypal,740.67
368,2024-11-19,13:14,Male,Malaga,Paypal,384.24
807,2024-10-18,10:53,Male,Mexico City,Paypal,361.73
831,2024-08-09,20:02,Female,Fuengirola,Cash,205.65
650,2024-02-19,19:32,Male,Fuengirola,Paypal,154.19
220,2024-12-11,19:37,Female,Torremolinos,Cash,65.21
170,2024-01-03,16:31,Female,Marbella,Credit Card,150.71
494,2024-10-03,11:26,Female,Malaga,Cash,147.38
216,2024-06-03,18:59,Female,Malaga,Paypal,380.73
101,2024-06-01,17:43,Female,Marbella,Credit Card,300.58
231,2024-06-02,12:39,Female,Torremolinos,Cash,143.07
263,2024-10-31,09:42,Female,Malaga,Paypal,764.01
521,2024-08-15,10:45,Male,Mexico City,Cash,80.37
461,2024-12-13,09:42,Female,Malaga,Cash,230.88
398,2024-06-05,19:38,Male,Marbella,Credit Card,623.25
564,2024-11-01,09:02,Female,Fuengirola,Cash,861.44
297,2024-03-08,13:22,Female,Fuengirola,Paypal,975.0
297,2024-07-03,15:54,Male,Malaga,Paypal,672.71
482,2024-01-18,17:06,Male,Benalmedena,Paypal,988.45
21,2024-10-31,16:43,Female,Benalmedena,Paypal,411.38
594,2024-03-04,15:03,Male,Marbella,Paypal,437.0
157,2024-10-22,14:40,Female,Malaga,Cash,529.55
894,2024-04-06,17:13,Female,Marbella,Paypal,245.45
168,2024-09-19,11:57,Male,Torremolinos,Credit Card,405.13
673,2024-03-19,16:07,Male,Torremolinos,Credit Card,217.92
454,2024-07-29,18:28,Male,Torremolinos,Cash,149.76
212,2024-10-06,18:27,Female,Torremolinos,Paypal,870.67
420,2024-04-10,12:04,Female,Marbella,Credit Card,24.77
932,2024-10-18,14:55,Male,Benalmedena,Credit Card,300.3
38,2024-07-14,09:48,Female,Marbella,Credit Card,458.07
428,2024-04-24,15:59,Female,Benalmedena,Paypal,229.13
697,2024-09-15,16:23,Female,Marbella,Paypal,303.77
431,2024-05-17,17:50,Male,Fuengirola,Credit Card,126.6
208,2024-05-23,19:26,Female,Fuengirola,Credit Card,718.33
282,2024-10-15,12:03,Female,Benalmedena,Credit Card,728.26
566,2024-11-20,16:22,Female,Torremolinos,Credit Card,550.03
184,2024-09-04,13:25,Female,Marbella,Paypal,250.34
8,2024-11-09,11:59,Male,Marbella,Credit Card,456.96
485,2024-10-21,16:41,Male,Benalmedena,Paypal,704.62
855,2024-11-16,12:51,Male,Malaga,Cash,728.59
363,2024-12-20,18:21,Male,Fuengirola,Paypal,738.05
77,2024-03-13,20:02,Male,Torremolinos,Credit Card,18.6
722,2024-06-22,18:43,Male,Malaga,Cash,742.41
361,2024-06-05,11:19,Male,Benalmedena,Paypal,511.15
247,2024-09-05,09:58,Female,Marbella,Credit Card,323.51
408,2024-09-15,17:48,Male,Malaga,Credit Card,96.11
633,2024-01-18,12:32,Female,Malaga,Paypal,618.83
926,2024-01-17,15:39,Female,Benalmedena,Cash,561.54
700,2024-05-25,09:56,Female,Mexico City,Paypal,894.9
454,2024-10-27,15:49,Male,Mexico City,Paypal,691.38
97,2024-11-18,16:31,Male,Mexico City,Cash,767.93
821,2024-10-08,09:31,Male,Malaga,Paypal,454.61
40,2024-01-18,10:55,Female,Fuengirola,Cash,281.35
417,2024-01-10,10:59,Female,Fuengirola,Cash,985.65
562,2024-06-27,17:40,Male,Marbella,Paypal,963.89
8,2024-04-01,18:34,Male,Benalmedena,Cash,601.92
981,2024-06-18,14:57,Male,Mexico City,Cash,962.12
518,2024-05-17,12:01,Male,Benalmedena,Credit Card,825.66
809,2024-01-16,16:44,Male,Torremolinos,Paypal,636.91
249,2024-12-23,12:55,Male,Marbella,Paypal,407.61
667,2024-07-28,18:35,Male,Fuengirola,Credit Card,38.99
545,2024-12-03,17:10,Female,Mexico City,Credit Card,567.66
546,2024-03-08,12:20,Female,Mexico City,Credit Card,18.31
632,2024-01-13,19:14,Male,Benalmedena,Credit Card,900.52
206,2024-10-24,13:19,Male,Torremolinos,Cash,211.0
269,2024-09-08,12:25,Male,Marbella,Paypal,416.68
4,2024-08-02,14:58,Female,Benalmedena,Cash,422.76
110,2024-08-30,14:24,Male,Benalmedena,Credit Card,355.26
664,2024-12-25,17:31,Male,Malaga,Paypal,340.2
593,2024-03-14,12:29,Male,Marbella,Credit Card,188.13
933,2024-01-27,17:22,Female,Fuengirola,Credit Card,547.39
336,2024-08-11,19:40,Female,Mexico City,Paypal,411.16
8,2024-09-06,15:37,Male,Fuengirola,Credit Card,63.63
312,2024-01-06,12:48,Female,Benalmedena,Credit Card,666.21
895,2024-06-03,17:17,Male,Torremolinos,Credit Card,46.53
590,2024-03-28,12:41,Female,Torremolinos,Paypal,639.9
192,2024-10-04,12:56,Female,Malaga,Credit Card,342.07
426,2024-10-15,16:49,Female,Benalmedena,Credit Card,18.49
410,2024-07-04,12:18,Female,Marbella,Credit Card,779.19
945,2024-06-03,20:37,Male,Benalmedena,Paypal,765.54
433,2024-02-14,12:38,Female,Mexico City,Cash,768.24
318,2024-02-01,16:27,Female,Mexico City,Credit Card,576.98
844,2024-04-14,12:57,Female,Marbella,Paypal,447.47
617,2024-03-11,18:43,Male,Torremolinos,Paypal,171.55
312,2024-05-07,19:05,Male,Torremolinos,Cash,221.48
428,2024-02-05,15:23,Male,Fuengirola,Paypal,589.69
784,2024-08-18,17:04,Female,Benalmedena,Paypal,951.95
227,2024-03-11,19:05,Male,Malaga,Paypal,301.7
242,2024-02-24,09:30,Female,Marbella,Credit Card,771.62
994,2024-01-27,15:35,Male,Benalmedena,Credit Card,148.88
695,2024-02-16,13:13,Male,Benalmedena,Paypal,633.77
836,2024-05-24,15:59,Male,Benalmedena,Credit Card,703.38
154,2024-05-21,16:39,Male,Fuengirola,Cash,297.41
990,2024-04-05,17:55,Male,Malaga,Cash,800.55
288,2024-09-16,15:01,Female,Fuengirola,Cash,215.45
925,2024-12-03,09:34,Male,Torremolinos,Credit Card,988.2
623,2024-10-30,17:54,Female,Benalmedena,Credit Card,379.29
899,2024-10-12,12:33,Female,Marbella,Paypal,320.14
98,2024-02-13,17:44,Female,Fuengirola,Credit Card,389.82
807,2024-03-05,11:13,Female,Fuengirola,Cash,444.67
293,2024-03-18,18:20,Male,Torremolinos,Credit Card,748.58
29,2024-08-13,13:18,Male,Mexico City,Cash,667.16
826,2024-09-16,12:47,Female,Benalmedena,Paypal,499.63
841,2024-03-11,17:04,Female,Mexico City,Paypal,972.6
743,2024-05-06,09:06,Male,Benalmedena,Cash,757.55
419,2024-07-31,11:09,Male,Marbella,Credit Card,618.61
